Timestamp,User,Message
1554204475,RKelly,User Logged On TestSystem2
1554204477,SConrad,User Logged On OfficeComputer14
1554204479,RFrank,User Logged On OfficeComputer19
1554204481,LCarney,User Logged On OfficeComputer1
1554204483,MFoster,User Logged On OfficeComputer20
1554204485,MFoster,User Logged Off Server1
1554204487,MBowen,User Logged Off OfficeComputer7
1554204489,HMcCann,User Logged On OfficeComputer11
1554204491,RMelton,User Logged Off OfficeComputer18
1554204493,SWayman,User Logged On OfficeComputer1
1554204495,LMarshall,User Logged On OfficeComputer19
1554204497,EJacobs,User Logged Off OfficeComputer10
1554204499,RMelton,User Logged On OfficeComputer17
1554204501,KSwanson,User Logged Off OfficeComputer7
1554204503,LMarshall,User Logged Off OfficeComputer12
1554204505,LCarney,User Logged On OfficeComputer18
1554204507,MBowen,User Logged Off TestSystem2
1554204509,RMelton,User Logged Off OfficeComputer7
1554204511,KSwanson,User Logged Off OfficeComputer6
1554204513,HMcCann,User Logged Off OfficeComputer6
1554204515,RFrank,User Logged Off OfficeComputer9
1554204517,TRivers,User Logged Off OfficeComputer20
1554204519,LMarshall,User Logged On OfficeComputer7
1554204521,RKelly,User Logged Off OfficeComputer7
1554204523,MFoster,User Logged Off OfficeComputer12
1554204525,WDavis,User Logged On Server2
1554204527,RMelton,User Logged On OfficeComputer6
1554204529,HMcCann,User Logged On OfficeComputer7
1554204531,LRobinett,User Logged On TestSystem2
1554204533,EJacobs,User Logged On OfficeComputer9
1554204535,HMcCann,User Logged On OfficeComputer15
1554204537,LCarney,User Logged On OfficeComputer8
1554204539,BCombs,User Logged Off OfficeComputer10
1554204541,MFoster,User Logged On TestSystem2
1554204543,HMcCann,User Logged Off OfficeComputer4
1554204545,HMcCann,User Logged Off OfficeComputer9
1554204547,BCombs,User Logged On OfficeComputer5
1554204549,LRobinett,User Logged On OfficeComputer1
1554204551,PCannon,User Logged On OfficeComputer1
1554204553,LCarney,User Logged Off OfficeComputer10
1554204555,EJacobs,User Logged Off OfficeComputer2
1554204557,HMcCann,User Logged On OfficeComputer12
1554204559,SConrad,User Logged On TestSystem2
1554204561,MBowen,User Logged On Server3
1554204563,TRivers,User Logged On OfficeComputer18
1554204565,LMarshall,User Logged Off OfficeComputer5
1554204567,TRivers,User Logged Off OfficeComputer17
1554204569,LMarshall,User Logged On OfficeComputer14
1554204571,LCarney,User Logged Off TestSystem2
1554204573,RFrank,User Logged Off OfficeComputer3
1554204575,RMelton,User Logged Off OfficeComputer15
1554204577,LRobinett,User Logged Off Server3
1554204579,HMcCann,User Logged Off OfficeComputer13
1554204581,DHawkins,User Logged Off OfficeComputer12
1554204583,WDavis,User Logged Off Server3
1554204585,SConrad,User Logged Off TestSystem2
1554204587,LMarshall,User Logged Off OfficeComputer3
1554204589,MBowen,User Logged On Server1
1554204591,HMcCann,User Logged On TestSystem2
1554204593,RMelton,User Logged On Server1
1554204595,LMarshall,User Logged Off OfficeComputer2
1554204597,TRivers,User Logged Off OfficeComputer15
1554204599,KSwanson,User Logged On OfficeComputer3
1554204601,LMarshall,User Logged On OfficeComputer5
1554204603,RFrank,User Logged Off OfficeComputer9
1554204605,MFoster,User Logged On Server2
1554204607,MFoster,User Logged Off OfficeComputer14
1554204609,KSwanson,User Logged On TestSystem1
1554204611,HMcCann,User Logged Off TestSystem1
1554204613,EJacobs,User Logged On Server3
1554204615,KSwanson,User Logged On OfficeComputer11
1554204617,EJacobs,User Logged Off OfficeComputer14
1554204619,WDavis,User Logged Off OfficeComputer10
1554204621,KSwanson,User Logged On TestSystem1
1554204623,BCombs,User Logged Off OfficeComputer7
1554204625,BCombs,User Logged On TestSystem2
1554204627,SConrad,User Logged Off OfficeComputer10
1554204629,HMcCann,User Logged Off OfficeComputer6
1554204631,SWayman,User Logged Off OfficeComputer8
1554204633,RMelton,User Logged On OfficeComputer10
1554204635,RMelton,User Logged Off OfficeComputer19
1554204637,LMarshall,User Logged On OfficeComputer12
1554204639,EJacobs,User Logged On OfficeComputer5
1554204641,SWayman,User Logged On Server2
1554204643,DHawkins,User Logged On OfficeComputer18
1554204645,LBaker,User Logged On OfficeComputer5
1554204647,MBowen,User Logged Off OfficeComputer20
1554204649,DHawkins,User Logged On OfficeComputer4
1554204651,SConrad,User Logged Off OfficeComputer7
1554204653,LMarshall,User Logged On OfficeComputer20
1554204655,TRivers,User Logged Off OfficeComputer12
1554204657,PCannon,User Logged Off OfficeComputer15
1554204659,RMelton,User Logged Off Server1
1554204661,LBaker,User Logged On OfficeComputer19
1554204663,LMarshall,User Logged Off Server3
1554204665,HMcCann,User Logged On TestSystem1
1554204667,RKelly,User Logged On TestSystem1
1554204669,MBowen,User Logged Off OfficeComputer1
1554204671,LMarshall,User Logged Off OfficeComputer9
1554204673,MFoster,User Logged On OfficeComputer1
1554204675,WDavis,User Logged Off OfficeComputer19
1554204677,KSwanson,User Logged On TestSystem2
1554204679,RKelly,User Logged On OfficeComputer9
1554204681,RFrank,User Logged On OfficeComputer16
1554204683,EJacobs,User Logged On TestSystem1
1554204685,LMarshall,User Logged On Server3
1554204687,EJacobs,User Logged On OfficeComputer17
1554204689,EJacobs,User Logged On OfficeComputer4
1554204691,PCannon,User Logged On OfficeComputer7
1554204693,LCarney,User Logged On OfficeComputer3
1554204695,EJacobs,User Logged Off OfficeComputer12
1554204697,LBaker,User Logged On OfficeComputer17
1554204699,SWayman,User Logged Off Server2
1554204701,LCarney,User Logged Off OfficeComputer17
1554204703,BCombs,User Logged On OfficeComputer2
1554204705,MBowen,User Logged On OfficeComputer16
1554204707,LRobinett,User Logged On TestSystem2
1554204709,LMarshall,User Logged Off Server1
1554204711,LBaker,User Logged Off OfficeComputer17
1554204713,WDavis,User Logged On TestSystem2
1554204715,BCombs,User Logged Off OfficeComputer4
1554204717,LCarney,User Logged Off TestSystem1
1554204719,LCarney,User Logged On OfficeComputer5
1554204721,KSwanson,User Logged On OfficeComputer11
1554204723,BCombs,User Logged On OfficeComputer10
1554204725,LMarshall,User Logged On TestSystem2
1554204727,MBowen,User Logged On OfficeComputer2
1554204729,SWayman,User Logged Off Server2
1554204731,LCarney,User Logged On OfficeComputer9
1554204733,EJacobs,User Logged Off OfficeComputer9
1554204735,DHawkins,User Logged Off OfficeComputer8
1554204737,EJacobs,User Logged On OfficeComputer18
1554204739,HMcCann,User Logged On OfficeComputer14
1554204741,PCannon,User Logged Off OfficeComputer20
1554204743,LMarshall,User Logged Off OfficeComputer7
1554204745,TRivers,User Logged Off OfficeComputer2
1554204747,RMelton,User Logged Off OfficeComputer15
1554204749,DHawkins,User Logged Off Server3
1554204751,WDavis,User Logged Off TestSystem1
1554204753,LBaker,User Logged Off OfficeComputer8
1554204755,LMarshall,User Logged Off TestSystem2
1554204757,SConrad,User Logged Off OfficeComputer14
1554204759,LBaker,User Logged On TestSystem2
1554204761,RMelton,User Logged On TestSystem1
1554204763,LRobinett,User Logged On Server3
1554204765,RMelton,User Logged On OfficeComputer7
1554204767,RMelton,User Logged On OfficeComputer6
1554204769,RKelly,User Logged On OfficeComputer10
1554204771,MFoster,User Logged On OfficeComputer19
1554204773,BCombs,User Logged On OfficeComputer8
1554204775,MBowen,User Logged Off OfficeComputer7
1554204777,DHawkins,User Logged On OfficeComputer19
1554204779,MFoster,User Logged On OfficeComputer4
1554204781,TRivers,User Logged On OfficeComputer11
1554204783,BCombs,User Logged On OfficeComputer13
1554204785,SWayman,User Logged On OfficeComputer5
1554204787,HMcCann,User Logged On OfficeComputer12
1554204789,RMelton,User Logged Off OfficeComputer9
1554204791,WDavis,User Logged Off OfficeComputer2
1554204793,LMarshall,User Logged Off OfficeComputer4
1554204795,SWayman,User Logged On OfficeComputer15
1554204797,SWayman,User Logged On OfficeComputer17
1554204799,TRivers,User Logged On TestSystem2
1554204801,BCombs,User Logged On OfficeComputer2
1554204803,RMelton,User Logged On OfficeComputer7
1554204805,LCarney,User Logged On OfficeComputer5
1554204807,SWayman,User Logged On OfficeComputer9
1554204809,DHawkins,User Logged Off OfficeComputer17
1554204811,BCombs,User Logged On OfficeComputer1
1554204813,WDavis,User Logged Off TestSystem1
1554204815,DHawkins,User Logged On OfficeComputer16
1554204817,DHawkins,User Logged Off OfficeComputer11
1554204819,EJacobs,User Logged Off OfficeComputer5
1554204821,SWayman,User Logged Off OfficeComputer4
1554204823,WDavis,User Logged Off OfficeComputer17
1554204825,RFrank,User Logged On OfficeComputer8
1554204827,TRivers,User Logged Off Server2
1554204829,BCombs,User Logged On OfficeComputer14
1554204831,MFoster,User Logged On OfficeComputer19
1554204833,MBowen,User Logged Off OfficeComputer2
1554204835,MFoster,User Logged Off OfficeComputer20
1554204837,MBowen,User Logged Off OfficeComputer4
1554204839,MFoster,User Logged Off OfficeComputer1
1554204841,EJacobs,User Logged On OfficeComputer2
1554204843,LMarshall,User Logged On OfficeComputer4
1554204845,BCombs,User Logged On OfficeComputer6
1554204847,RFrank,User Logged Off OfficeComputer10
1554204849,SWayman,User Logged Off OfficeComputer12
1554204851,EJacobs,User Logged On Server2
1554204853,LCarney,User Logged On OfficeComputer14
1554204855,BCombs,User Logged Off OfficeComputer10
1554204857,LBaker,User Logged On OfficeComputer7
1554204859,RKelly,User Logged Off OfficeComputer13
1554204861,MFoster,User Logged Off OfficeComputer13
1554204863,KSwanson,User Logged Off OfficeComputer13
1554204865,RKelly,User Logged On OfficeComputer3
1554204867,PCannon,User Logged On OfficeComputer12
1554204869,LCarney,User Logged On OfficeComputer9
1554204871,SWayman,User Logged Off OfficeComputer15
1554204873,BCombs,User Logged On OfficeComputer1
1554204875,TRivers,User Logged Off TestSystem1
1554204877,BCombs,User Logged On OfficeComputer17
1554204879,BCombs,User Logged Off Server2
1554204881,BCombs,User Logged Off OfficeComputer17
1554204883,LRobinett,User Logged Off OfficeComputer11
1554204885,WDavis,User Logged Off Server1
1554204887,SConrad,User Logged On OfficeComputer14
1554204889,HMcCann,User Logged Off OfficeComputer6
1554204891,MFoster,User Logged Off OfficeComputer12
1554204893,HMcCann,User Logged Off Server3
1554204895,BCombs,User Logged Off OfficeComputer6
1554204897,RKelly,User Logged Off OfficeComputer15
1554204899,HMcCann,User Logged Off Server1
1554204901,EJacobs,User Logged On TestSystem1
1554204903,SConrad,User Logged Off Server2
1554204905,MBowen,User Logged On OfficeComputer4
1554204907,KSwanson,User Logged Off OfficeComputer17
1554204909,LRobinett,User Logged Off OfficeComputer12
1554204911,PCannon,User Logged On OfficeComputer5
1554204913,DHawkins,User Logged On OfficeComputer20
1554204915,MFoster,User Logged Off OfficeComputer2
1554204917,SConrad,User Logged On OfficeComputer6
1554204919,TRivers,User Logged Off OfficeComputer3
1554204921,HMcCann,User Logged Off OfficeComputer13
1554204923,MFoster,User Logged On OfficeComputer14
1554204925,MBowen,User Logged On Server2
1554204927,LCarney,User Logged Off OfficeComputer15
1554204929,TRivers,User Logged On OfficeComputer11
1554204931,WDavis,User Logged On OfficeComputer12
1554204933,BCombs,User Logged On OfficeComputer9
1554204935,MBowen,User Logged On Server3
1554204937,SWayman,User Logged On OfficeComputer1
1554204939,SConrad,User Logged Off OfficeComputer18
1554204941,LCarney,User Logged Off OfficeComputer10
1554204943,HMcCann,User Logged On OfficeComputer20
1554204945,SConrad,User Logged On Server2
1554204947,SWayman,User Logged On OfficeComputer12
1554204949,SWayman,User Logged On Server3
1554204951,MBowen,User Logged On Server3
1554204953,WDavis,User Logged Off OfficeComputer9
1554204955,LBaker,User Logged Off TestSystem2
1554204957,LCarney,User Logged Off OfficeComputer1
1554204959,HMcCann,User Logged Off OfficeComputer20
1554204961,PCannon,User Logged On OfficeComputer10
1554204963,LRobinett,User Logged Off OfficeComputer15
1554204965,LMarshall,User Logged On OfficeComputer10
1554204967,PCannon,User Logged On OfficeComputer11
1554204969,TRivers,User Logged On OfficeComputer3
1554204971,LCarney,User Logged Off OfficeComputer20
1554204973,RFrank,User Logged Off OfficeComputer1
1554204975,EJacobs,User Logged Off Server1
1554204977,SConrad,User Logged On OfficeComputer2
1554204979,PCannon,User Logged Off Server1
1554204981,PCannon,User Logged Off OfficeComputer14
1554204983,RKelly,User Logged On TestSystem2
1554204985,PCannon,User Logged On OfficeComputer15
1554204987,LMarshall,User Logged On OfficeComputer17
1554204989,SWayman,User Logged On OfficeComputer4
1554204991,SConrad,User Logged On OfficeComputer7
1554204993,KSwanson,User Logged Off OfficeComputer2
1554204995,EJacobs,User Logged Off Server2
1554204997,KSwanson,User Logged Off OfficeComputer5
1554204999,LMarshall,User Logged Off OfficeComputer15
1554205001,SConrad,User Logged Off Server1
1554205003,HMcCann,User Logged On Server1
1554205005,LMarshall,User Logged Off OfficeComputer17
1554205007,LCarney,User Logged On OfficeComputer13
1554205009,SConrad,User Logged Off OfficeComputer3
1554205011,SConrad,User Logged Off TestSystem1
1554205013,LMarshall,User Logged Off OfficeComputer2
1554205015,DHawkins,User Logged Off OfficeComputer18
1554205017,RFrank,User Logged On OfficeComputer5
1554205019,MFoster,User Logged On OfficeComputer19
1554205021,HMcCann,User Logged On OfficeComputer14
1554205023,LBaker,User Logged On TestSystem2
1554205025,LCarney,User Logged Off OfficeComputer19
1554205027,RMelton,User Logged Off OfficeComputer13
1554205029,RMelton,User Logged On Server1
1554205031,SWayman,User Logged Off OfficeComputer6
1554205033,EJacobs,User Logged On OfficeComputer18
1554205035,PCannon,User Logged On TestSystem2
1554205037,RMelton,User Logged Off Server3
1554205039,LBaker,User Logged Off Server3
1554205041,DHawkins,User Logged On TestSystem1
1554205043,MFoster,User Logged Off OfficeComputer4
1554205045,LBaker,User Logged Off OfficeComputer10
1554205047,SConrad,User Logged On OfficeComputer4
1554205049,WDavis,User Logged Off TestSystem1
1554205051,MBowen,User Logged Off TestSystem2
1554205053,SWayman,User Logged Off OfficeComputer12
1554205055,SConrad,User Logged Off OfficeComputer15
1554205057,HMcCann,User Logged Off OfficeComputer17
1554205059,PCannon,User Logged On OfficeComputer4
1554205061,EJacobs,User Logged Off OfficeComputer20
1554205063,RKelly,User Logged Off OfficeComputer15
1554205065,PCannon,User Logged On OfficeComputer3
1554205067,RFrank,User Logged On OfficeComputer8
1554205069,MFoster,User Logged Off OfficeComputer13
1554205071,RMelton,User Logged Off OfficeComputer12
1554205073,LMarshall,User Logged Off Server1
1554205075,LBaker,User Logged Off OfficeComputer15
1554205077,LRobinett,User Logged Off OfficeComputer11
1554205079,RMelton,User Logged On OfficeComputer11
1554205081,MBowen,User Logged Off OfficeComputer2
1554205083,LBaker,User Logged On OfficeComputer11
1554205085,SWayman,User Logged Off OfficeComputer1
1554205087,WDavis,User Logged Off TestSystem1
1554205089,MFoster,User Logged Off Server2
1554205091,SWayman,User Logged On OfficeComputer13
1554205093,SWayman,User Logged On OfficeComputer19
1554205095,RMelton,User Logged Off OfficeComputer2
1554205097,LMarshall,User Logged Off OfficeComputer9
1554205099,SWayman,User Logged On OfficeComputer15
1554205101,LBaker,User Logged Off OfficeComputer12
1554205103,BCombs,User Logged Off OfficeComputer9
1554205105,MBowen,User Logged Off Server2
1554205107,RFrank,User Logged Off Server2
1554205109,HMcCann,User Logged On OfficeComputer20
1554205111,RFrank,User Logged Off Server3
1554205113,RKelly,User Logged On OfficeComputer1
1554205115,BCombs,User Logged On OfficeComputer6
1554205117,RFrank,User Logged Off OfficeComputer1
1554205119,RFrank,User Logged Off Server2
1554205121,RMelton,User Logged On OfficeComputer7
1554205123,MFoster,User Logged Off OfficeComputer9
1554205125,RMelton,User Logged Off OfficeComputer17
1554205127,RFrank,User Logged On OfficeComputer10
1554205129,EJacobs,User Logged On OfficeComputer13
1554205131,PCannon,User Logged Off OfficeComputer1
1554205133,PCannon,User Logged On OfficeComputer7
1554205135,MFoster,User Logged On OfficeComputer16
1554205137,LBaker,User Logged On OfficeComputer20
1554205139,SWayman,User Logged On OfficeComputer7
1554205141,MBowen,User Logged Off OfficeComputer1
1554205143,MFoster,User Logged Off OfficeComputer19
1554205145,LRobinett,User Logged Off OfficeComputer7
1554205147,RFrank,User Logged On OfficeComputer6
1554205149,LCarney,User Logged Off Server1
1554205151,RKelly,User Logged On OfficeComputer19
1554205153,SWayman,User Logged Off OfficeComputer9
1554205155,EJacobs,User Logged On OfficeComputer18
1554205157,WDavis,User Logged Off OfficeComputer4
1554205159,MFoster,User Logged Off OfficeComputer8
1554205161,WDavis,User Logged Off OfficeComputer17
1554205163,DHawkins,User Logged Off OfficeComputer9
1554205165,RFrank,User Logged On OfficeComputer7
1554205167,EJacobs,User Logged On OfficeComputer6
1554205169,WDavis,User Logged Off OfficeComputer1
1554205171,HMcCann,User Logged Off OfficeComputer1
1554205173,TRivers,User Logged On OfficeComputer2
1554205175,PCannon,User Logged On OfficeComputer1
1554205177,DHawkins,User Logged On OfficeComputer5
1554205179,LRobinett,User Logged Off OfficeComputer2
1554205181,TRivers,User Logged Off OfficeComputer2
1554205183,LMarshall,User Logged Off OfficeComputer8
1554205185,SWayman,User Logged On TestSystem1
1554205187,LCarney,User Logged On OfficeComputer13
1554205189,LRobinett,User Logged Off Server2
1554205191,LRobinett,User Logged Off OfficeComputer1
1554205193,TRivers,User Logged On OfficeComputer8
1554205195,HMcCann,User Logged Off Server2
1554205197,HMcCann,User Logged Off OfficeComputer13
1554205199,TRivers,User Logged On OfficeComputer1
1554205201,RKelly,User Logged On OfficeComputer2
1554205203,SWayman,User Logged On OfficeComputer7
1554205205,PCannon,User Logged On OfficeComputer4
1554205207,TRivers,User Logged Off OfficeComputer13
1554205209,SConrad,User Logged On OfficeComputer13
1554205211,LMarshall,User Logged Off OfficeComputer19
1554205213,LMarshall,User Logged On OfficeComputer2
1554205215,WDavis,User Logged Off OfficeComputer6
1554205217,KSwanson,User Logged Off OfficeComputer12
1554205219,HMcCann,User Logged Off OfficeComputer5
1554205221,RMelton,User Logged Off OfficeComputer2
1554205223,TRivers,User Logged On Server1
1554205225,DHawkins,User Logged On OfficeComputer3
1554205227,LCarney,User Logged Off OfficeComputer10
1554205229,RKelly,User Logged Off Server3
1554205231,MFoster,User Logged Off OfficeComputer1
1554205233,LCarney,User Logged Off Server1
1554205235,RKelly,User Logged On OfficeComputer13
1554205237,RKelly,User Logged Off OfficeComputer9
1554205239,LCarney,User Logged On TestSystem2
1554205241,SConrad,User Logged Off OfficeComputer15
1554205243,KSwanson,User Logged Off OfficeComputer3
1554205245,RFrank,User Logged On OfficeComputer20
1554205247,PCannon,User Logged On OfficeComputer16
1554205249,DHawkins,User Logged Off OfficeComputer7
1554205251,LBaker,User Logged On OfficeComputer1
1554205253,MFoster,User Logged Off OfficeComputer19
1554205255,RKelly,User Logged Off OfficeComputer17
1554205257,LMarshall,User Logged Off OfficeComputer7
1554205259,LCarney,User Logged On OfficeComputer13
1554205261,DHawkins,User Logged Off OfficeComputer3
1554205263,HMcCann,User Logged On OfficeComputer1
1554205265,DHawkins,User Logged Off OfficeComputer11
1554205267,SConrad,User Logged Off OfficeComputer1
1554205269,LRobinett,User Logged On OfficeComputer12
1554205271,HMcCann,User Logged On OfficeComputer8
1554205273,DHawkins,User Logged On TestSystem2
1554205275,RFrank,User Logged Off OfficeComputer18
1554205277,HMcCann,User Logged On OfficeComputer7
1554205279,RFrank,User Logged Off OfficeComputer7
1554205281,BCombs,User Logged Off OfficeComputer10
1554205283,HMcCann,User Logged Off OfficeComputer10
1554205285,SConrad,User Logged On OfficeComputer12
1554205287,WDavis,User Logged On OfficeComputer20
1554205289,MFoster,User Logged Off OfficeComputer17
1554205291,RFrank,User Logged On Server1
1554205293,LBaker,User Logged Off TestSystem1
1554205295,TRivers,User Logged On OfficeComputer2
1554205297,RFrank,User Logged Off OfficeComputer4
1554205299,LRobinett,User Logged Off Server2
1554205301,LCarney,User Logged On OfficeComputer16
1554205303,HMcCann,User Logged On OfficeComputer16
1554205305,MBowen,User Logged On OfficeComputer20
1554205307,MFoster,User Logged Off OfficeComputer15
1554205309,BCombs,User Logged Off OfficeComputer7
1554205311,DHawkins,User Logged Off OfficeComputer19
1554205313,WDavis,User Logged Off OfficeComputer6
1554205315,LRobinett,User Logged Off OfficeComputer9
1554205317,RKelly,User Logged Off OfficeComputer13
1554205319,EJacobs,User Logged Off TestSystem2
1554205321,BCombs,User Logged Off OfficeComputer4
1554205323,DHawkins,User Logged On OfficeComputer7
1554205325,LRobinett,User Logged Off OfficeComputer5
1554205327,KSwanson,User Logged On OfficeComputer16
1554205329,TRivers,User Logged Off OfficeComputer5
1554205331,EJacobs,User Logged On OfficeComputer3
1554205333,SWayman,User Logged Off Server3
1554205335,RKelly,User Logged On OfficeComputer17
1554205337,LCarney,User Logged Off OfficeComputer5
1554205339,BCombs,User Logged Off OfficeComputer12
1554205341,RMelton,User Logged Off Server3
1554205343,LBaker,User Logged On OfficeComputer15
1554205345,TRivers,User Logged Off OfficeComputer20
1554205347,HMcCann,User Logged On OfficeComputer13
1554205349,LCarney,User Logged Off OfficeComputer19
1554205351,SConrad,User Logged Off OfficeComputer3
1554205353,HMcCann,User Logged Off OfficeComputer2
1554205355,PCannon,User Logged On OfficeComputer20
1554205357,HMcCann,User Logged On Server1
1554205359,PCannon,User Logged On Server2
1554205361,RMelton,User Logged On Server2
1554205363,RFrank,User Logged On OfficeComputer19
1554205365,LMarshall,User Logged Off TestSystem2
1554205367,KSwanson,User Logged On OfficeComputer17
1554205369,LCarney,User Logged Off OfficeComputer5
1554205371,RMelton,User Logged Off OfficeComputer20
1554205373,PCannon,User Logged Off OfficeComputer20
1554205375,LMarshall,User Logged On Server2
1554205377,RKelly,User Logged Off OfficeComputer11
1554205379,LRobinett,User Logged On OfficeComputer5
1554205381,KSwanson,User Logged On TestSystem2
1554205383,KSwanson,User Logged Off OfficeComputer15
1554205385,TRivers,User Logged On Server3
1554205387,MBowen,User Logged On OfficeComputer6
1554205389,DHawkins,User Logged On OfficeComputer19
1554205391,LRobinett,User Logged On OfficeComputer13
1554205393,RFrank,User Logged On OfficeComputer16
1554205395,DHawkins,User Logged Off OfficeComputer10
1554205397,DHawkins,User Logged On OfficeComputer16
1554205399,PCannon,User Logged On OfficeComputer2
1554205401,RFrank,User Logged On OfficeComputer13
1554205403,LCarney,User Logged On OfficeComputer8
1554205405,HMcCann,User Logged Off OfficeComputer7
1554205407,LMarshall,User Logged On OfficeComputer19
1554205409,HMcCann,User Logged Off OfficeComputer7
1554205411,KSwanson,User Logged On OfficeComputer5
1554205413,SConrad,User Logged Off OfficeComputer7
1554205415,RMelton,User Logged Off OfficeComputer20
1554205417,KSwanson,User Logged Off OfficeComputer13
1554205419,SWayman,User Logged Off OfficeComputer12
1554205421,LRobinett,User Logged Off OfficeComputer9
1554205423,RKelly,User Logged Off Server2
1554205425,MBowen,User Logged On OfficeComputer1
1554205427,DHawkins,User Logged Off OfficeComputer12
1554205429,RMelton,User Logged On OfficeComputer17
1554205431,RMelton,User Logged Off OfficeComputer7
1554205433,WDavis,User Logged On OfficeComputer9
1554205435,RFrank,User Logged Off OfficeComputer10
1554205437,DHawkins,User Logged On OfficeComputer2
1554205439,LMarshall,User Logged Off OfficeComputer14
1554205441,MBowen,User Logged On OfficeComputer4
1554205443,RKelly,User Logged Off OfficeComputer20
1554205445,LMarshall,User Logged Off OfficeComputer8
1554205447,WDavis,User Logged Off Server1
1554205449,LBaker,User Logged Off OfficeComputer2
1554205451,RFrank,User Logged Off OfficeComputer13
1554205453,MBowen,User Logged Off Server3
1554205455,SWayman,User Logged Off Server2
1554205457,LBaker,User Logged On OfficeComputer10
1554205459,EJacobs,User Logged Off OfficeComputer13
1554205461,RMelton,User Logged Off OfficeComputer2
1554205463,KSwanson,User Logged On OfficeComputer15
1554205465,MBowen,User Logged Off OfficeComputer1
1554205467,HMcCann,User Logged On OfficeComputer18
1554205469,HMcCann,User Logged On TestSystem1
1554205471,RFrank,User Logged Off OfficeComputer5
1554205473,DHawkins,User Logged On OfficeComputer13
1554205475,HMcCann,User Logged Off OfficeComputer2
1554205477,EJacobs,User Logged Off TestSystem1
1554205479,LBaker,User Logged On OfficeComputer15
1554205481,WDavis,User Logged Off TestSystem2
1554205483,SWayman,User Logged On TestSystem2
1554205485,RKelly,User Logged Off OfficeComputer8
1554205487,WDavis,User Logged Off OfficeComputer19
1554205489,RMelton,User Logged Off OfficeComputer8
1554205491,LBaker,User Logged Off OfficeComputer14
1554205493,WDavis,User Logged On OfficeComputer19
1554205495,DHawkins,User Logged On OfficeComputer7
1554205497,WDavis,User Logged Off OfficeComputer19
1554205499,RKelly,User Logged Off OfficeComputer14
1554205501,DHawkins,User Logged Off OfficeComputer9
1554205503,KSwanson,User Logged On TestSystem1
1554205505,LRobinett,User Logged On OfficeComputer6
1554205507,HMcCann,User Logged Off OfficeComputer5
1554205509,HMcCann,User Logged Off Server3
1554205511,PCannon,User Logged Off OfficeComputer9
1554205513,RFrank,User Logged On Server3
1554205515,BCombs,User Logged Off OfficeComputer13
1554205517,RFrank,User Logged On OfficeComputer20
1554205519,TRivers,User Logged Off OfficeComputer6
1554205521,SWayman,User Logged On OfficeComputer12
1554205523,KSwanson,User Logged On TestSystem2
1554205525,KSwanson,User Logged Off TestSystem2
1554205527,LMarshall,User Logged On OfficeComputer18
1554205529,MBowen,User Logged On OfficeComputer18
1554205531,LRobinett,User Logged Off Server3
1554205533,MBowen,User Logged Off OfficeComputer4
1554205535,DHawkins,User Logged On OfficeComputer8
1554205537,MBowen,User Logged On OfficeComputer20
1554205539,SConrad,User Logged Off OfficeComputer10
1554205541,LRobinett,User Logged Off OfficeComputer17
1554205543,RFrank,User Logged On OfficeComputer7
1554205545,EJacobs,User Logged Off TestSystem2
1554205547,PCannon,User Logged Off OfficeComputer10
1554205549,BCombs,User Logged Off OfficeComputer9
1554205551,PCannon,User Logged Off Server1
1554205553,LMarshall,User Logged On OfficeComputer2
1554205555,DHawkins,User Logged Off OfficeComputer16
1554205557,TRivers,User Logged On OfficeComputer7
1554205559,TRivers,User Logged On OfficeComputer7
1554205561,LRobinett,User Logged Off OfficeComputer11
1554205563,LCarney,User Logged On OfficeComputer1
1554205565,LBaker,User Logged On OfficeComputer19
1554205567,KSwanson,User Logged Off Server3
1554205569,LCarney,User Logged On TestSystem1
1554205571,MBowen,User Logged Off OfficeComputer17
1554205573,MFoster,User Logged On OfficeComputer15
1554205575,HMcCann,User Logged On OfficeComputer15
1554205577,LMarshall,User Logged Off OfficeComputer20
1554205579,BCombs,User Logged Off OfficeComputer13
1554205581,BCombs,User Logged Off OfficeComputer9
1554205583,LRobinett,User Logged On OfficeComputer14
1554205585,EJacobs,User Logged Off Server1
1554205587,BCombs,User Logged On Server2
1554205589,PCannon,User Logged Off OfficeComputer1
1554205591,RFrank,User Logged On OfficeComputer14
1554205593,TRivers,User Logged Off OfficeComputer3
1554205595,HMcCann,User Logged On OfficeComputer4
1554205597,LRobinett,User Logged On OfficeComputer5
1554205599,TRivers,User Logged Off Server1
1554205601,MBowen,User Logged On OfficeComputer18
1554205603,PCannon,User Logged Off OfficeComputer7
1554205605,BCombs,User Logged On OfficeComputer15
1554205607,BCombs,User Logged Off OfficeComputer12
1554205609,LRobinett,User Logged On TestSystem1
1554205611,WDavis,User Logged On OfficeComputer10
1554205613,LCarney,User Logged On OfficeComputer11
1554205615,KSwanson,User Logged On OfficeComputer10
1554205617,RKelly,User Logged On Server2
1554205619,HMcCann,User Logged Off OfficeComputer9
1554205621,LMarshall,User Logged Off OfficeComputer15
1554205623,TRivers,User Logged Off OfficeComputer2
1554205625,EJacobs,User Logged On OfficeComputer16
1554205627,TRivers,User Logged Off OfficeComputer5
1554205629,EJacobs,User Logged On OfficeComputer6
1554205631,LRobinett,User Logged Off OfficeComputer19
1554205633,LMarshall,User Logged On OfficeComputer6
1554205635,PCannon,User Logged Off TestSystem2
