Timestamp,src_ip,src_port,dest_ip,dest_port,bytes in,bytes out
1554200228,10.1.5.100,20075,176.170.163.208,161,6975,53598
1554200229,10.1.5.9,20076,172.152.54.27,3128,12061,109534
1554200229,10.1.5.17,20077,39.236.98.233,161,4063,18155
1554200232,10.1.5.7,20079,255.123.111.209,3128,13900,47716
1554200239,10.1.5.200,20080,179.169.103.245,161,6162,15783
1554200242,10.1.5.3,20081,161.228.80.170,161,13579,23735
1554200247,10.1.5.11,20083,70.131.69.215,3128,19821,60645
1554200252,10.1.5.200,20084,238.37.253.210,161,3189,40226
1554200253,10.1.5.100,20085,128.138.108.230,3128,1731,45048
1554200261,10.1.5.200,20087,65.36.5.199,20,19487,121164
1554200265,10.1.5.17,20088,114.67.235.200,3128,2983,28959
1554200267,10.1.5.7,20089,143.241.115.234,20,7692,115775
1554200280,10.1.5.3,20091,139.89.1.94,443,13607,6270
1554200289,10.1.5.202,20092,81.181.77.244,443,16004,12471
1554200294,10.1.5.5,20095,49.229.180.14,20,7895,23537
1554200298,10.1.5.12,20096,155.209.101.90,20,3055,63244
1554200299,10.1.5.101,20093,65.176.185.240,3128,10129,100465
1554200305,10.1.5.19,20097,186.100.102.54,161,2254,26516
1554200305,10.1.5.2,20099,186.155.170.2,20,11797,43485
1554200308,10.1.5.101,20100,11.17.13.37,161,930,120104
1554200310,10.1.5.9,20101,97.5.156.82,161,4011,66643
1554200318,10.1.5.13,20103,201.188.62.149,443,15010,100390
1554200320,10.1.5.200,20104,242.70.103.172,443,11468,120117
1554200323,10.1.5.21,20105,25.57.230.214,443,12651,44035
1554200327,10.1.5.100,20108,240.133.146.132,161,5768,89749
1554200328,10.1.5.101,20107,49.108.26.92,20,16132,30793
1554200331,10.1.5.202,20109,230.86.199.205,3128,6281,64812
1554200336,10.1.5.20,20111,212.85.37.66,3128,19349,56908
1554200344,10.1.5.12,20112,44.253.173.185,161,3853,71695
1554200349,10.1.5.20,20113,138.9.13.88,443,4142,16489
1554200351,10.1.5.12,20115,200.114.157.212,3128,17139,38514
1554200364,10.1.5.12,20116,244.189.6.113,20,11920,30186
1554200366,10.1.5.8,20117,243.196.51.91,3128,17705,3322
1554200369,10.1.5.13,20119,93.117.7.171,3128,7214,80049
1554200370,10.1.5.4,20120,213.217.35.220,161,16764,111667
1554200374,10.1.5.200,20121,142.231.9.145,20,3265,75101
1554200386,10.1.5.17,20123,14.17.38.166,3128,16308,71584
1554200386,10.1.5.100,20124,133.93.42.134,20,12703,67411
1554200398,10.1.5.200,20125,147.212.228.189,161,15038,31959
1554200402,10.1.5.11,20127,110.242.158.217,443,7300,98380
1554200406,10.1.5.11,20128,182.94.68.98,20,13357,92443
1554200407,10.1.5.13,20129,132.185.61.29,20,9973,41081
1554200414,10.1.5.20,20131,162.232.185.232,20,10592,93315
1554200416,10.1.5.10,20132,238.78.7.2,3128,11789,89738
1554200417,10.1.5.2,20133,208.116.244.8,3128,8081,40471
1554200428,10.1.5.16,20136,90.71.114.52,20,4793,89631
1554200430,10.1.5.100,20135,140.82.2.234,20,1122,45031
1554200438,10.1.5.19,20137,156.249.97.162,443,12016,6744
1554200442,10.1.5.10,20139,24.13.197.253,161,10020,123567
1554200443,10.1.5.20,20140,34.50.148.117,443,1930,102481
1554200450,10.1.5.8,20141,145.20.9.46,20,16153,103159
1554200450,10.1.5.101,20143,163.59.109.62,3128,15960,99652
1554200456,10.1.5.10,20145,26.188.166.29,20,9937,21845
1554200458,10.1.5.5,20144,41.140.204.54,161,14087,124788
1554200458,10.1.5.9,20147,124.199.122.250,3128,16170,96298
1554200466,10.1.5.3,20148,254.138.152.180,20,12218,5553
1554200469,10.1.5.2,20149,153.247.194.170,443,8421,55988
1554200474,10.1.5.21,20151,26.128.210.19,20,16855,81333
1554200483,10.1.5.7,20152,56.156.23.3,443,5083,97081
1554200484,10.1.5.19,20153,40.248.8.196,20,18181,60883
1554200485,10.1.5.17,20155,62.185.125.199,443,13422,106604
1554200489,10.1.5.13,20156,35.194.253.93,20,12841,72794
1554200493,10.1.5.21,20157,95.165.147.14,20,17268,24423
1554200496,10.1.5.101,20159,87.78.104.148,3128,8276,119736
1554200501,10.1.5.8,20160,116.188.202.79,20,1283,17096
1554200506,10.1.5.16,20161,137.33.114.208,161,6488,58373
1554200512,10.1.5.10,20163,122.210.252.206,161,9385,63768
1554200513,10.1.5.3,20164,241.109.123.40,20,18120,4788
1554200519,10.1.5.8,20165,168.39.4.120,3128,16222,36927
1554200533,10.1.5.201,20167,96.187.179.52,443,7711,121020
1554200537,10.1.5.18,20168,167.34.230.62,443,7751,43998
1554200542,10.1.5.101,20169,18.163.32.34,3128,3809,110209
1554200542,10.1.5.5,20171,76.98.220.155,20,2777,121478
1554200548,10.1.5.15,20172,95.151.52.67,443,9834,10224
1554200551,10.1.5.201,20175,192.122.27.69,3128,8426,20322
1554200553,10.1.5.12,20173,68.166.172.254,161,19623,75603
1554200558,10.1.5.18,20177,101.41.247.252,161,4270,35117
1554200559,10.1.5.6,20176,93.43.132.242,161,8502,45699
1554200561,10.1.5.201,20179,3.145.30.96,20,13984,72055
1554200567,10.1.5.201,20180,22.150.226.227,3128,10399,94602
1554200570,10.1.5.20,20181,0.150.0.186,161,1831,102959
1554200577,10.1.5.100,20184,113.148.9.246,161,14687,72427
1554200580,10.1.5.202,20185,172.133.130.82,443,15718,7934
1554200581,10.1.5.8,20183,219.178.214.245,161,11819,75926
1554200586,10.1.5.11,20187,157.162.202.204,443,13792,68375
1554200592,10.1.5.19,20188,121.89.221.58,20,890,53194
1554200598,10.1.5.15,20189,119.100.115.113,3128,11772,66196
1554200598,10.1.5.100,20191,77.157.189.9,161,3297,121609
1554200600,10.1.5.16,20192,69.240.156.202,3128,6070,103356
1554200604,10.1.5.13,20193,205.151.185.12,161,5683,109844
1554200606,10.1.5.16,20195,135.144.237.147,3128,18669,18777
1554200616,10.1.5.100,20196,91.38.91.51,161,12898,77890
1554200619,10.1.5.6,20197,112.154.7.102,443,10940,83491
1554200620,10.1.5.202,20200,92.255.81.178,20,14598,58949
1554200623,10.1.5.20,20199,58.136.29.45,443,19963,9108
1554200634,10.1.5.2,20201,147.63.28.185,161,3997,103730
1554200634,10.1.5.100,20205,177.58.144.248,3128,3878,5799
1554200636,10.1.5.2,20203,200.19.102.227,20,11903,49685
1554200637,10.1.5.2,20204,146.177.250.212,161,15307,8032
1554200649,10.1.5.8,20207,134.9.192.181,3128,13665,56437
1554200653,10.1.5.5,20209,15.5.230.183,161,12424,60006
1554200655,10.1.5.14,20208,9.160.80.176,20,19800,123984
1554200657,10.1.5.101,20211,232.63.182.204,20,15872,93017
1554200663,10.1.5.20,20212,104.27.30.22,161,15017,71416
1554200663,10.1.5.100,20213,39.254.62.4,443,14091,51738
1554200663,10.1.5.16,20215,98.57.24.60,443,3599,42344
1554200673,10.1.5.14,20216,159.208.132.77,20,11030,114349
1554200675,10.1.5.20,20219,147.117.11.74,3128,9997,85970
1554200676,10.1.5.19,20217,44.51.72.51,443,15750,52754
1554200679,10.1.5.11,20220,105.48.238.235,443,13910,694
1554200686,10.1.5.201,20221,246.21.238.145,161,8579,27321
1554200686,10.1.5.20,20223,186.134.146.170,20,17864,117677
1554200689,10.1.5.200,20224,118.85.102.90,443,14149,75258
1554200692,10.1.5.20,20225,70.170.232.138,20,19416,8622
1554200702,10.1.5.20,20227,83.74.231.197,443,16643,10369
1554200703,10.1.5.11,20228,243.51.232.102,20,9886,79026
1554200707,10.1.5.11,20231,102.254.74.227,443,5392,27590
1554200708,10.1.5.20,20232,165.194.201.7,20,17308,57204
1554200710,10.1.5.11,20233,156.248.232.12,161,12042,75751
1554200711,10.1.5.15,20229,189.68.148.132,3128,13001,87009
1554200713,10.1.5.16,20235,228.196.240.236,443,13859,74964
1554200714,10.1.5.15,20236,158.189.205.13,3128,14275,112814
1554200722,10.1.5.17,20240,84.229.188.0,20,1203,38363
1554200723,10.1.5.21,20237,204.197.138.134,443,4981,45476
1554200725,10.1.5.17,20239,235.202.166.72,161,6415,6955
1554200730,10.1.5.100,20241,9.11.194.202,20,7834,79508
1554200733,10.1.5.21,20243,202.104.172.135,443,4989,111094
1554200741,10.1.5.201,20244,255.196.57.148,3128,5712,96767
1554200743,10.1.5.18,20245,11.153.4.238,3128,3408,112600
1554200746,10.1.5.19,20248,29.81.55.104,161,18347,47455
1554200751,10.1.5.18,20247,159.246.61.118,443,7374,122463
1554200751,10.1.5.202,20249,139.20.247.247,443,7584,45087
1554200755,10.1.5.101,20251,144.140.104.153,161,2910,63570
1554200759,10.1.5.21,20252,7.82.127.10,20,4170,118947
1554200768,10.1.5.100,20253,106.75.222.136,443,18499,94626
1554200771,10.1.5.15,20255,98.127.4.84,20,11398,59713
1554200775,10.1.5.200,20257,238.54.47.236,20,11309,93528
1554200776,10.1.5.2,20256,126.103.7.170,443,7819,71563
1554200776,10.1.5.11,20259,140.129.7.200,20,16928,20643
1554200782,10.1.5.4,20260,209.243.248.145,443,18127,99895
1554200782,10.1.5.2,20263,12.240.112.127,20,4553,45659
1554200784,10.1.5.13,20261,104.137.95.211,3128,19047,64413
1554200804,10.1.5.9,20264,9.147.129.217,3128,7700,43493
1554200806,10.1.5.200,20265,169.95.220.180,443,18404,23513
1554200809,10.1.5.18,20267,205.0.150.65,161,5560,20025
1554200809,10.1.5.202,20268,58.124.254.133,161,10815,64582
1554200810,10.1.5.7,20269,248.14.6.107,443,4562,4719
1554200825,10.1.5.4,20271,33.58.174.224,161,16280,32116
1554200827,10.1.5.14,20273,31.48.154.195,443,11873,50043
1554200829,10.1.5.3,20272,210.160.75.101,443,11557,96506
1554200835,10.1.5.15,20275,134.83.235.2,161,13847,81990
1554200837,10.1.5.202,20276,98.69.157.137,443,18851,26205
1554200845,10.1.5.17,20277,55.211.166.194,161,2138,2127
1554200850,10.1.5.201,20279,216.245.125.29,161,1242,81788
1554200856,10.1.5.7,20280,151.202.15.35,443,16180,57674
1554200867,10.1.5.16,20281,233.86.244.101,3128,7010,117081
1554200873,10.1.5.101,20283,188.171.172.22,161,13044,114412
1554200883,10.1.5.13,20285,105.245.220.183,3128,16551,13858
1554200885,10.1.5.17,20284,139.38.12.69,20,16613,72054
1554200888,10.1.5.15,20287,177.100.152.20,443,4241,48574
1554200891,10.1.5.6,20288,172.86.72.40,3128,3461,101430
1554200896,10.1.5.3,20291,226.206.8.211,443,7443,99616
1554200899,10.1.5.17,20289,245.130.155.240,443,14400,32995
1554200906,10.1.5.15,20292,219.175.185.209,3128,6554,112043
1554200908,10.1.5.10,20295,33.116.191.205,3128,15293,19929
1554200911,10.1.5.9,20293,3.84.32.175,20,1295,26768
1554200916,10.1.5.20,20296,36.85.15.251,3128,4735,50695
1554200924,10.1.5.18,20297,200.118.7.151,3128,5148,57987
1554200930,10.1.5.20,20299,54.233.220.225,20,18149,11340
1554200938,10.1.5.19,20300,192.95.224.42,161,16789,118900
1554200938,10.1.5.11,20301,89.219.88.32,161,17924,85139
1554200945,10.1.5.2,20303,46.100.66.166,161,13934,22193
1554200949,10.1.5.6,20304,117.219.45.3,20,13302,22478
1554200951,10.1.5.15,20305,69.238.244.207,161,9011,91572
1554200955,10.1.5.4,20307,16.129.131.99,3128,17603,110811
1554200962,10.1.5.13,20309,93.69.113.188,443,18993,73444
1554200964,10.1.5.9,20308,240.59.147.52,161,14665,66315
1554200974,10.1.5.18,20312,150.88.228.186,20,7965,114599
1554200974,10.1.5.201,20313,26.14.42.80,20,8852,119867
1554200974,10.1.5.19,20315,222.250.235.62,161,4819,14632
1554200975,10.1.5.17,20311,113.177.9.124,443,17393,39131
1554200980,10.1.5.3,20316,87.86.251.35,20,15344,13489
1554200992,10.1.5.19,20317,244.209.221.29,161,4847,81019
1554200999,10.1.5.13,20320,132.86.241.190,20,2533,123671
1554201001,10.1.5.2,20319,134.221.79.53,161,14095,1329
1554201007,10.1.5.11,20321,156.20.177.146,161,13976,5422
1554201007,10.1.5.202,20323,113.214.251.29,20,7712,2294
1554201011,10.1.5.17,20324,50.197.188.31,3128,11417,33534
1554201021,10.1.5.202,20325,174.144.224.127,161,15961,58752
1554201022,10.1.5.13,20327,7.25.78.13,161,12557,62859
1554201026,10.1.5.17,20329,23.196.103.154,3128,367,74643
1554201028,10.1.5.100,20328,139.34.127.238,3128,5000,16882
1554201031,10.1.5.5,20331,160.124.107.40,443,7346,109516
1554201034,10.1.5.11,20332,137.8.39.198,20,6778,115645
1554201040,10.1.5.21,20333,177.89.250.203,3128,12637,63046
1554201046,10.1.5.200,20335,5.86.239.33,161,10977,92558
1554201046,10.1.5.200,20336,139.145.168.160,443,6831,120890
1554201048,10.1.5.17,20337,16.219.121.42,3128,19752,87337
1554201055,10.1.5.14,20339,117.100.40.143,161,2841,14754
1554201056,10.1.5.12,20340,125.230.35.42,161,12886,34274
1554201063,10.1.5.13,20341,198.180.91.191,443,5077,94378
1554201064,10.1.5.14,20343,179.173.157.156,161,18026,33230
1554201066,10.1.5.19,20344,130.201.19.93,161,11438,23578
1554201069,10.1.5.11,20345,190.248.130.35,3128,18982,48852
1554201071,10.1.5.4,20348,84.171.113.147,161,14851,103758
1554201075,10.1.5.21,20347,87.128.124.84,161,15965,7633
1554201076,10.1.5.19,20349,114.48.184.26,20,1835,18472
1554201078,10.1.5.11,20351,195.251.103.94,20,10934,32517
1554201092,10.1.5.100,20352,146.93.15.175,20,5087,123278
1554201098,10.1.5.15,20353,181.230.233.98,3128,8368,40950
1554201105,10.1.5.20,20355,211.23.10.247,3128,11852,44658
1554201107,10.1.5.17,20356,113.119.100.195,20,11255,125502
1554201114,10.1.5.13,20359,174.109.242.28,161,2873,12683
1554201115,10.1.5.9,20357,213.75.82.4,20,7971,118630
1554201121,10.1.5.4,20360,36.126.101.35,443,2687,119149
1554201123,10.1.5.16,20361,89.85.195.112,161,14527,84947
1554201126,10.1.5.15,20364,15.42.30.31,161,8496,42584
1554201126,10.1.5.6,20365,224.20.63.244,3128,12227,111604
1554201127,10.1.5.17,20363,133.117.94.159,161,9988,56802
1554201133,10.1.5.9,20368,133.54.5.188,3128,1095,31894
1554201135,10.1.5.2,20367,90.86.31.114,443,18521,109383
1554201137,10.1.5.4,20369,125.11.74.75,161,5366,121218
1554201142,10.1.5.19,20371,84.169.90.68,161,14086,121866
1554201146,10.1.5.202,20372,140.52.132.156,3128,17624,17518
1554201148,10.1.5.18,20373,221.113.6.82,20,18948,31089
1554201156,10.1.5.11,20375,52.210.81.239,20,5008,18730
1554201162,10.1.5.202,20376,90.226.239.94,3128,18393,63469
1554201165,10.1.5.200,20377,38.254.244.213,20,18117,42288
1554201168,10.1.5.2,20380,11.178.129.94,161,12901,47758
1554201169,10.1.5.19,20379,242.3.151.51,20,794,10469
1554201171,10.1.5.6,20381,130.169.226.9,161,4520,117086
1554201174,10.1.5.13,20383,152.78.78.75,161,12198,22833
1554201182,10.1.5.17,20384,180.231.177.215,3128,8826,47373
1554201183,10.1.5.19,20385,165.165.144.223,443,6283,47406
1554201183,10.1.5.18,20387,249.66.0.151,3128,12549,10999
1554201188,10.1.5.9,20388,186.152.167.23,161,7842,53920
1554201191,10.1.5.13,20389,141.130.147.195,3128,10579,27153
1554201194,10.1.5.201,20391,60.123.175.122,3128,3483,56589
1554201202,10.1.5.11,20392,122.154.16.1,20,3575,93595
1554201209,10.1.5.100,20393,190.116.131.117,161,18958,87069
1554201215,10.1.5.18,20395,251.194.21.249,443,16645,86313
1554201222,10.1.5.3,20396,59.139.98.33,3128,13524,111397
1554201225,10.1.5.101,20399,78.202.126.93,20,11210,92718
1554201226,10.1.5.16,20397,88.245.206.206,443,3588,108674
1554201227,10.1.5.12,20400,160.247.242.85,20,16461,57478
1554201230,10.1.5.21,20401,42.88.45.117,3128,18577,5800
1554201241,10.1.5.11,20404,80.233.48.194,161,8041,47647
1554201242,10.1.5.13,20403,193.238.124.169,20,10679,72359
1554201252,10.1.5.4,20405,202.2.80.206,161,9441,103316
1554201256,10.1.5.20,20407,17.113.196.219,3128,5677,97542
1554201258,10.1.5.16,20408,150.107.178.248,443,5923,6750
1554201260,10.1.5.15,20409,85.19.77.110,161,4993,84611
1554201270,10.1.5.9,20411,149.202.60.217,20,13455,17075
1554201270,10.1.5.18,20412,100.235.14.209,3128,5734,60181
1554201271,10.1.5.12,20413,93.127.200.232,3128,3045,21335
1554201274,10.1.5.13,20415,10.138.221.88,3128,3419,60012
1554201280,10.1.5.3,20416,5.239.228.214,3128,2999,59697
1554201285,10.1.5.11,20417,235.190.12.145,443,223,11581
1554201288,10.1.5.20,20419,74.6.24.94,443,10135,68942
1554201300,10.1.5.6,20420,31.21.122.56,20,12676,47735
1554201312,10.1.5.17,20421,244.2.230.222,443,3867,29502
1554201328,10.1.5.20,20424,77.245.0.186,443,8715,82230
1554201329,10.1.5.12,20423,78.171.251.243,3128,15966,20165
1554201333,10.1.5.201,20425,143.23.33.3,161,4225,23147
1554201338,10.1.5.17,20427,166.194.167.119,20,13179,71593
1554201344,10.1.5.7,20428,194.77.165.63,161,1736,41349
1554201349,10.1.5.11,20429,64.9.86.141,161,17034,82336
1554201353,10.1.5.16,20431,194.127.88.90,3128,16531,8072
1554201353,10.1.5.20,20432,83.93.95.116,3128,1858,34368
1554201356,10.1.5.12,20435,14.59.200.101,3128,7022,54304
1554201359,10.1.5.200,20433,153.11.107.247,443,2879,89927
1554201361,10.1.5.5,20436,146.103.143.90,443,3507,6491
1554201363,10.1.5.18,20437,213.138.55.129,3128,1045,76507
1554201366,10.1.5.5,20440,33.25.66.129,443,195,76326
1554201367,10.1.5.2,20439,121.35.154.50,20,3937,60971
1554201374,10.1.5.16,20441,217.117.93.244,161,3487,68880
1554201376,10.1.5.3,20443,153.6.11.233,3128,17372,102215
1554201385,10.1.5.16,20444,155.41.193.212,20,5988,77307
1554201387,10.1.5.4,20445,208.86.6.248,443,890,29587
1554201389,10.1.5.6,20447,41.133.197.101,443,18191,32550
1554201391,10.1.5.17,20448,54.57.131.225,20,16850,22269
1554201403,10.1.5.18,20449,147.132.141.112,20,18757,125340
1554201405,10.1.5.5,20451,120.84.70.166,3128,11345,52329
1554201406,10.1.5.15,20452,69.240.18.210,20,7552,95495
1554201412,10.1.5.20,20455,71.3.112.170,3128,19761,123787
1554201413,10.1.5.6,20456,250.191.208.116,161,11125,78022
1554201415,10.1.5.201,20453,135.50.74.169,20,14920,85694
1554201418,10.1.5.200,20459,121.214.78.186,3128,14889,20736
1554201419,10.1.5.3,20457,70.36.119.94,443,8912,71259
1554201424,10.1.5.201,20460,55.18.87.1,3128,568,107547
1554201451,10.1.5.19,20461,12.26.237.143,161,10485,77902
1554201451,10.1.5.12,20463,179.101.27.149,161,1730,83353
1554201456,10.1.5.5,20464,216.142.217.54,20,18776,78859
1554201461,10.1.5.201,20465,231.142.47.103,161,15387,110080
1554201464,10.1.5.19,20468,228.181.169.4,443,8227,120798
1554201465,10.1.5.5,20467,151.113.136.200,161,10279,1742
1554201468,10.1.5.202,20469,37.59.125.86,443,17906,38445
1554201478,10.1.5.5,20471,122.202.147.152,20,9702,63854
1554201478,10.1.5.202,20472,165.184.49.22,3128,9451,101326
1554201481,10.1.5.201,20473,236.185.29.46,443,17835,29412
1554201486,10.1.5.7,20475,107.162.240.58,3128,11386,95633
1554201491,10.1.5.10,20476,115.158.28.67,443,6499,112834
1554201493,10.1.5.5,20477,172.148.52.120,20,2590,100191
1554201501,10.1.5.11,20479,150.188.248.228,161,12070,14592
1554201505,10.1.5.12,20480,61.53.101.116,3128,15427,79013
1554201509,10.1.5.2,20481,57.20.205.149,161,7727,62937
1554201510,10.1.5.6,20483,188.118.125.32,443,9864,23944
1554201520,10.1.5.8,20484,17.14.199.254,3128,7401,64320
1554201522,10.1.5.10,20485,7.210.163.46,20,18257,11878
1554201523,10.1.5.21,20487,35.137.247.12,20,10537,3979
1554201528,10.1.5.9,20488,125.94.129.174,3128,9428,99067
1554201530,10.1.5.10,20489,231.20.201.65,443,2600,46856
1554201531,10.1.5.11,20491,37.171.217.117,3128,15279,36477
1554201541,10.1.5.12,20492,150.127.70.115,3128,1433,74919
1554201548,10.1.5.7,20493,140.210.165.146,443,13529,110390
1554201549,10.1.5.4,20496,162.31.145.224,3128,2553,57810
1554201553,10.1.5.10,20495,111.55.136.176,161,17228,38744
1554201553,10.1.5.6,20497,34.225.237.71,20,16050,15015
1554201561,10.1.5.10,20499,11.253.90.191,20,12338,112654
1554201570,10.1.5.16,20500,58.249.252.76,161,5088,115262
1554201571,10.1.5.13,20501,70.34.218.184,161,15378,96452
1554201577,10.1.5.10,20503,3.69.75.141,20,16530,29750
1554201581,10.1.5.17,20504,178.94.144.191,161,12166,22077
1554201582,10.1.5.17,20505,64.81.174.127,443,11145,21201
1554201589,10.1.5.21,20507,9.142.230.11,20,1974,3210
1554201591,10.1.5.3,20508,231.8.9.91,20,18243,88068
1554201594,10.1.5.100,20511,50.131.218.224,443,14082,123698
1554201595,10.1.5.8,20509,38.117.226.89,20,7138,70446
1554201598,10.1.5.16,20512,114.167.127.157,3128,15338,17668
1554201604,10.1.5.19,20513,224.149.36.219,20,4847,21455
1554201612,10.1.5.16,20515,45.211.44.180,20,1967,73639
1554201622,10.1.5.7,20516,80.164.241.43,3128,19561,96723
1554201629,10.1.5.200,20520,214.188.73.95,443,9921,38462
1554201630,10.1.5.11,20521,63.90.68.21,443,15122,36288
1554201631,10.1.5.8,20517,97.142.252.150,3128,12967,106025
1554201631,10.1.5.6,20519,208.26.223.163,3128,6429,110554
1554201638,10.1.5.4,20524,132.66.114.37,20,2679,32904
1554201640,10.1.5.21,20523,252.144.152.54,20,17013,65058
1554201646,10.1.5.16,20527,179.67.153.67,161,3808,45613
1554201649,10.1.5.202,20525,126.239.244.0,161,335,76834
1554201660,10.1.5.20,20528,195.109.109.56,20,9428,113286
1554201665,10.1.5.200,20531,118.151.41.8,20,19633,125591
1554201668,10.1.5.9,20529,215.4.41.6,161,413,73077
1554201669,10.1.5.2,20532,85.27.183.13,443,12848,15075
1554201669,10.1.5.7,20533,30.187.141.228,20,1879,52146
1554201675,10.1.5.10,20535,187.1.243.39,443,9416,29377
1554201680,10.1.5.200,20536,150.16.169.28,161,731,79816
1554201682,10.1.5.20,20539,129.7.182.25,161,15133,69347
1554201684,10.1.5.11,20537,226.188.218.152,3128,19034,65802
1554201691,10.1.5.5,20540,42.199.179.138,20,4969,19880
1554201698,10.1.5.10,20541,223.25.60.251,3128,706,66678
1554201698,10.1.5.8,20544,191.239.27.100,3128,14805,51320
1554201701,10.1.5.17,20543,214.42.181.225,443,8931,10414
1554201704,10.1.5.16,20545,50.219.59.160,20,1062,78120
1554201710,10.1.5.3,20547,183.252.139.157,20,13167,120219
1554201724,10.1.5.4,20548,181.63.8.96,20,16203,26194
1554201733,10.1.5.6,20549,3.254.216.10,161,7240,54811
1554201733,10.1.5.2,20551,67.247.147.207,443,18455,109710
1554201736,10.1.5.3,20552,109.81.151.131,20,2196,36985
1554201740,10.1.5.7,20553,119.40.155.13,161,8684,23100
1554201741,10.1.5.6,20555,83.86.47.201,20,9810,115762
1554201741,10.1.5.19,20556,23.11.254.175,20,1155,97465
1554201746,10.1.5.9,20557,45.213.131.213,20,4937,65178
1554201753,10.1.5.6,20559,127.59.107.80,161,10958,7058
1554201761,10.1.5.4,20560,88.224.78.202,3128,2636,87429
1554201773,10.1.5.17,20561,183.154.30.34,3128,11829,54188
1554201775,10.1.5.200,20563,227.101.64.145,20,17941,99291
1554201775,10.1.5.3,20564,203.68.246.223,3128,12551,106742
1554201781,10.1.5.20,20565,173.210.64.193,161,13013,50681
1554201782,10.1.5.11,20567,242.197.241.97,3128,4650,36777
1554201783,10.1.5.101,20568,66.176.14.75,161,9100,30269
1554201788,10.1.5.19,20569,88.139.12.122,443,12731,56921
1554201788,10.1.5.100,20571,250.106.60.171,443,13498,110678
1554201792,10.1.5.15,20572,7.191.225.134,20,18655,98274
1554201795,10.1.5.10,20573,214.138.214.124,443,16404,69370
1554201801,10.1.5.12,20575,150.124.210.165,20,2084,2649
1554201801,10.1.5.18,20576,32.92.164.50,20,2492,100988
1554201803,10.1.5.101,20577,144.72.58.38,3128,3882,108563
1554201813,10.1.5.11,20580,250.68.254.81,3128,14804,30790
1554201814,10.1.5.14,20579,125.171.179.73,20,14093,113754
1554201814,10.1.5.201,20581,12.84.168.114,161,17118,69362
1554201819,10.1.5.4,20583,167.100.16.164,161,2685,72815
1554201826,10.1.5.2,20584,0.69.60.1,3128,810,32108
1554201827,10.1.5.9,20587,149.234.50.96,3128,10939,42027
1554201828,10.1.5.9,20585,58.24.158.200,20,18293,94127
1554201836,10.1.5.21,20588,145.9.35.8,443,12797,64419
1554201838,10.1.5.101,20589,198.147.194.134,3128,2609,103024
1554201844,10.1.5.4,20591,59.110.104.109,161,11517,125670
1554201850,10.1.5.6,20592,94.100.45.249,20,10781,84598
1554201851,10.1.5.4,20593,241.21.32.156,443,13033,39443
1554201861,10.1.5.100,20595,33.184.157.152,20,19867,82227
1554201863,10.1.5.12,20596,228.53.82.59,161,12029,69525
1554201866,10.1.5.2,20597,169.185.240.206,3128,4204,72272
1554201871,10.1.5.20,20599,105.94.185.176,443,12863,122977
1554201876,10.1.5.6,20600,48.103.232.31,20,10320,75056
1554201882,10.1.5.7,20601,98.31.195.92,161,11846,7833
1554201896,10.1.5.12,20604,152.53.146.56,20,17383,104507
1554201897,10.1.5.7,20605,188.60.127.107,3128,17479,108151
1554201898,10.1.5.19,20603,120.129.218.171,161,6019,104587
1554201905,10.1.5.4,20607,209.84.84.130,3128,19440,82428
1554201907,10.1.5.8,20609,91.99.141.62,161,5117,112611
1554201908,10.1.5.6,20611,208.232.81.102,3128,8982,15402
1554201909,10.1.5.18,20608,174.236.131.129,443,15739,6240
1554201910,10.1.5.17,20612,128.179.77.253,3128,3761,121738
1554201911,10.1.5.2,20613,128.1.104.231,161,14708,58695
1554201917,10.1.5.10,20615,236.196.125.30,443,9897,53127
1554201930,10.1.5.3,20616,178.36.123.227,161,1693,125098
1554201932,10.1.5.11,20617,128.152.53.196,3128,15512,52501
1554201937,10.1.5.8,20619,20.119.219.41,443,19456,85513
1554201938,10.1.5.18,20620,106.89.8.160,443,9833,86672
1554201944,10.1.5.14,20621,83.255.125.172,161,12603,39505
1554201948,10.1.5.21,20623,81.213.207.164,3128,17774,40391
1554201949,10.1.5.9,20624,251.66.117.253,161,11145,125174
1554201954,10.1.5.12,20625,176.43.124.166,161,13732,73810
1554201965,10.1.5.9,20627,145.139.251.196,443,18179,111358
1554201973,10.1.5.10,20628,253.128.14.87,443,7501,100788
1554201987,10.1.5.14,20629,240.183.77.124,3128,7769,69455
1554201989,10.1.5.21,20631,156.105.96.177,161,10534,53043
1554201990,10.1.5.2,20632,218.46.34.147,3128,12084,124047
1554201995,10.1.5.2,20633,186.209.3.223,3128,16526,38592
1554201997,10.1.5.9,20635,50.170.49.38,161,18340,34204
1554202015,10.1.5.14,20636,35.123.109.211,3128,12231,42826
1554202018,10.1.5.14,20637,233.250.66.34,20,18973,13949
1554202024,10.1.5.9,20639,221.251.44.178,20,16658,103631
1554202028,10.1.5.18,20640,109.18.238.179,3128,4159,35011
1554202030,10.1.5.2,20641,11.220.122.203,20,14035,124119
1554202046,10.1.5.16,20644,146.62.220.35,3128,18155,28227
1554202049,10.1.5.12,20645,105.211.102.117,443,8629,105699
1554202050,10.1.5.201,20643,48.168.166.15,20,16349,91258
1554202055,10.1.5.202,20647,57.123.238.255,443,13805,55752
1554202059,10.1.5.19,20648,251.208.169.81,161,9694,113885
1554202063,10.1.5.21,20649,254.187.5.169,443,1161,100154
1554202065,10.1.5.8,20651,98.210.151.85,3128,8309,117737
